file,dial,category
Ses01F_impro01_F011," Yes but my wallet was stolen, I don't have anything.  I don't have any credit cards, I don't have my ID.  Don't you have things on file here?",4
Ses01F_impro01_F013, How long have you been working here?,4
Ses01F_impro01_F015, That would - I would appreciate that.  Yeah.,4
Ses01F_impro01_M000, Do you have your forms?,4
Ses01F_impro01_M001, Let me see them.,4
Ses01F_impro01_M003, Okay. But I didn't tell you to get in this line if you are filling out this particular form.,4
Ses01F_impro01_M004, This form is a Z.X.four.,4
Ses01F_impro01_M005," You can't--  This is not the line for Z.X.four.  If you're going to fill out the Z.X.four, you need to have a different form of ID.",4
Ses01F_impro01_M006, No. I need another set of ID to prove this is actually you.,4
Ses01F_impro01_M007, I don't know.  But I need an ID to pass this form along.  I can't just send it along without an ID.,4
Ses01F_impro01_M008," No.  I need another ID, a separate one.",4
Ses01F_impro01_M009," A birth certificate, a passport...a student ID; didn't you go to school?  Anything?",4
Ses01F_impro01_M010," Yeah.  We keep it on file, but we need an ID to access that file.",4
Ses01F_impro01_M012, Actually too long.,4
Ses01F_script02_1_F001, [BREATHING],4
Ses01F_script02_1_F008, Yeah.,4
Ses01F_script02_1_F018, I don't see why you're so excited; this isn't a freaking moon landing we are talking about.  It's fish.  It's a fish nobody even eats.,4
Ses01F_script02_1_F019, Oh Augie,4
Ses01F_script02_1_F020, I'm just not.,4
Ses01F_script02_1_F021, Yeah.,4
Ses01F_script02_1_F023, Hmm.  We didn't see them the year before either.,4
Ses01F_script02_1_F024, That's the wind.,4
Ses01F_script02_1_M027, Yeah they do.,4
Ses01M_impro01_F002, This is... Your last- Your first name is Jones?,4
Ses01M_impro01_F004, What are you... what's...What are you applying for?,4
Ses01M_impro01_F010, You have a birth certificate?,4
Ses01M_impro01_F015, I am..I don't..I don't understand what you want.  A driver's license or a California ID.,4
Ses01M_impro01_M000," Yes, me. Okay, okay here we go.",4
Ses01M_impro01_M001," Okay, so filled out all these forms  --",4
Ses01M_impro01_M002, and I have This form of ID here so...,4
Ses01M_impro01_M005, I'm just applying for another ID.,4
Ses01M_impro01_M006," Yes.  I'm supposed to have three forms of ID for this.  It's a long story, I'm supposed to have three forms of ID for this other job I really don't get into but I need another...",4
Ses01M_impro01_M007," I have it right here, yes.",4
Ses01M_impro01_M008, But that's...,4
Ses01M_impro01_M009," That's why I'm here, that's why I was waiting in this line.  I need to get another form of ID.",4
Ses01M_impro01_M011," I don't where it is though, I don't have with me.  Can I get it from somewhere?  I mean...",4
Ses01M_impro01_M012, I probably have to go wait another line to get my birth certificate don't I?,4
Ses01M_impro01_M016, Okay. [BREATHING],4
Ses01M_impro01_M017, I need California ID.,4
Ses01M_impro01_M018, On top of these other two forms of ID which I already have.,4
Ses01M_impro01_M019," No, I don't have driver's license.",4
Ses01M_impro01_M021, Did you even look at the form?  I've already answered these question.,4
Ses01M_impro01_M022, Okay.,4
Ses01M_impro01_M026," Okay, okay let's keep our voices down, okay?  I didn't come here to get in yelling match.",4
Ses01M_impro01_M027," I did not come in here to get in a yelling match with you, all right?",4
Ses01M_impro01_M028, Just try and help me.,4
Ses01M_script03_2_F009, I'm bored with this conversation.,4
Ses01M_script03_2_M011, So am I.  I'm bored stiff.  You want some brandy?,4
Ses01M_script02_2_F012," Oh. Grow up Augie, the fish are not going to come.",4
Ses01M_script02_2_F028, No.,4
Ses01M_script02_2_F029, No.,4
Ses01M_script02_2_M010," Is not supposed to like anything.  We come down here, we look at the fish, they arrive, we go woo-ah fish.",4
Ses01M_script02_2_M034," Well, welcome to the human race.",4
Ses01M_script01_2_M005," Okay, now listen, kids...",4
Ses01M_script01_2_M008," Okay, look it's a beautiful day.  Why are we arguing?",4
Ses01M_script01_2_M009, What do you want me to do?  What do you want?,4
Ses01M_script01_2_M010, Kate...,4
Ses01M_script01_2_M011, [BREATHING],4
Ses01M_script01_2_M012," All right, calm yourself.",4
Ses01M_script01_2_M013," Okay, calm yourself. Alright.",4
Ses01M_script01_2_M014, calm yourself.,4
Ses01M_impro02_F006, [BREATHING],4
Ses01M_impro02_F008, [BREATHING],4
Ses01M_impro05_F008, I'm not a child.,4
Ses01M_impro05_F009, I've been here for sixteen.,4
Ses01M_impro05_F010, I come here every single day.,4
Ses01M_impro05_F035, You know I don't need to take this sort of abuse.,4
Ses01M_impro05_F036, That's fantastic.,4
Ses01M_impro05_F037, Then why don't you take your fifty dollars. Get yourself a taxi and go shopping tomorrow.,4
Ses01M_impro05_M000," Yes, please help me.  Where is my bag?",4
Ses01M_impro05_M002," Okay, I'm coming in from Atlanta.",4
Ses01M_impro05_M009, My bag from Atlanta.,4
Ses01M_impro05_M010, It's a little black bag with wheels.,4
Ses01M_impro05_M014," Just had a really, really stressful day, okay?  And I need my bag; can you please help me get my bag?",4
Ses01M_impro05_M018, Where is it?  Where did it go?,4
Ses01M_impro05_M030, [BREATHING],4
Ses01F_script01_2_M003, [BREATHING] You don't look at me like that.  He didn't tell me anything more than he told you.,4
Ses01F_script01_2_M009," Hey look, it's a nice day, huh?  Why are we arguing?",4
Ses01F_script01_2_M010, What do you want me to do? What do you want?,4
Ses01F_script01_2_M011, Kate.,4
Ses01F_script01_2_M012, [BREATHING],4
Ses01F_script01_2_M013, Calm yourself.,4
Ses01F_script01_2_M014, Okay. Calm yourself.,4
Ses01F_script01_2_M015," I know. All right, all right. All right. Okay.  Calm yourself. What does that mean, me above all?",4
Ses01F_script01_2_M016," Look at you, you're shaking.",4
Ses01F_script03_2_F008, Oh dear.  I'm bored with this conversation.,4
Ses01F_script03_2_M005," Well, you let him kiss you, huh?  You said you did.",4
Ses01F_script03_2_M009, So am I.  I'm bored stiff. [GARBAGE]  Do you want some brandy?,4
Ses01F_script03_2_M012," You can hardly call three glasses of liquor a whole evening long, going on and on and on.",4
Ses01F_script03_2_M013, Oh.  Don't be so grand.  Just because you don't happen to want one at the moment.,4
Ses01F_script03_2_M015, Nothing.,4
Ses01F_script03_2_M033," Will you turn that off, it's driving me mad.",4
Ses01F_script02_2_F000, That's the wind.,4
Ses01F_script02_2_F007, We just have different ideas of what this night is supposed to look like.,4
Ses01F_script02_2_F012, I feel like my whole life is going to be spent standing on this beach with my eyes wide open and my hands clasped expectantly waiting for fish to show up.  And the fish never show up.,4
Ses01F_script02_2_F013, You don't understand anything I am saying.,4
Ses01F_script02_2_F014," I did want to see it, I still do, I always do.  I just...",4
Ses01F_script02_2_F021, dancing barefoot in the sand.,4
Ses01F_script02_2_F025," No, no. Nothing.",4
Ses01F_script02_2_F027, No.,4
Ses01F_script02_2_F028, I just want something to turn out like I expected it to.,4
Ses01F_script02_2_F029, [BREATHING],4
Ses01F_script02_2_F030, This? What is this?  This is nothing.  This isn't even anything.,4
Ses01F_script02_2_F032," I mean this is a lot of things, but it's just...",4
Ses01F_script02_2_F033, Do you understand what I am saying?,4
Ses01F_script02_2_F039, For Heaven's sake Augie.,4
Ses01F_script02_2_M003, It certainly is not.  It's slightly exaggerated scientific fact.,4
Ses01F_script02_2_M004," Not just me, look at all of these people.",4
Ses01F_script02_2_M006," Carla, can I ask you something?  Now, don't take this the wrong way, but are you on your period?",4
Ses01F_script02_2_M007," Well then, what's bugging you?",4
Ses01F_script02_2_M008," There is nothing to it; we come down here, the fish arrive, they flop around, they do their fish thing.  We go ooh, ah, look at the fish and we go home.",4
Ses01F_script02_2_M009, Why not?,4
Ses01F_script02_2_M010, We've missed them twice.,4
Ses01F_script02_2_M011, They'll show up this time.,4
Ses01F_script02_2_M012, I thought you wanted to see it.,4
Ses01F_script02_2_M013, No. Of course not.,4
Ses01F_script02_2_M014," It's just fish, it's nothing to get traumatized over.",4
Ses01F_script02_2_M015, Okay.  I'm trying to work this backwards and pinpoint the exact moment where we took a turn for the worst here.,4
Ses01F_script02_2_M019," It's when we were driving past that Knickerbocker Liquor Locker, you said, let's get some champagne.  I said no, time's a wasting or something like that.",4
Ses01F_script02_2_M020," That's what it is?  Right?  You want this to be like the other time, right?",4
Ses01F_script02_2_M021, Sure.  All right.  Okay.,4
Ses01F_script02_2_M025, Then what?,4
Ses01F_script02_2_M027, What?  What?  Do you want a divorce?,4
Ses01F_script02_2_M028, A vacation?,4
Ses01F_script02_2_M029, Like a new carpet?  A poodle?  A back rub?  Ice cream?  A suicide pact?  What do you want?  What the hell do you want?,4
Ses01F_script02_2_M031," No I'm just like you.  I thought it was going to be all roses and peaches and the bills would just pay themselves.  And we'll have three, fat rosy cheeked children.  Huh, baby, the joke's on us.  Because you know what you get?",4
Ses01F_script02_2_M035, [BREATHING],4
Ses01F_script02_2_M036, I'm doing the best I can.,4
Ses01F_script02_2_M041," I don't know, it seemed like such a good spot to me.",4
Ses02M_impro05_F015, Right. Like I said sometimes a theft and things happen like that but we are willing to reim-reimburse you.,4
Ses02M_impro05_F022," I've already looked, thank you very much and because we've filled out paperwork if it shows up we will send it to you but otherwise what we can do is reimburse you for fifty dollar.",4
Ses02M_impro05_F024, The airline can't afford to give you everything that is in that suitcase. and so-,4
Ses02M_impro05_F027, I'm sorry. I don't- I-,4
Ses02M_impro05_F028, I don't believe you should sue the airline company but we do have a policy uh- in which we can reimburse you and that's all we can do and I'm sorry I've done everything I can-,4
Ses02M_impro05_F029, There's other people waiting-,4
Ses02M_impro05_M008," I mean -- I've been away for a while and- and now I've- I've gifts for- for you know friends and family I mean, I got stuff in the there",4
Ses02M_impro05_M020," I need you to tell me because I really need to get the bag, okay?",4
Ses02M_impro05_M021, You've already checked? Can you check again? [garbage],4
Ses02M_impro05_M024," that might be like fifty dollars okay, but this - I- [garbage] I had like thousands of dollars worth of stuff in that suitcase.",4
Ses02M_impro05_M028, All right. I'm sick- I'm sick of this all right. I'm sick of you and keep your fifty dollar.,4
Ses02M_script01_1_F019, I'm just saying,4
Ses02M_script01_1_F024, Have you asked Annie yet?,4
Ses02M_script01_1_M009, You know that Larry is not coming back and I know it. Why do we allow him to go on thinking that we believe with him?,4
Ses02M_script01_1_M020, So it's all right then I'll go ahead with it?,4
Ses02M_script01_1_M022, Sometimes you infuriate me you know that. Isn't it your business to if I tell dad and he throws a fit about it? You have such a talent for ignoring things.,4
Ses02M_script01_1_M040, I want a family; I want kids; I want something I can give myself to. Annie is in the middle of that. Now where do I find it?,4
Ses02M_script01_1_M043, I know I know mom. All right. Just help me stay here.,4
Ses02M_script02_1_F015, Augie,4
Ses02M_script02_1_M027, Yes they do.,4
Ses02M_script02_1_M034, We just weren't in a good spot; this is a much better spot. I've got good instincts for these things.,4
Ses02F_impro05_F007," Yes, yes, I would like to file a claim, but what are you gonna--I mean, is it just gonna show up magically out of nowhere?",4
Ses02F_impro05_F009, Haven't you ever lost baggage?  I mean isn't there anything else you do?,4
Ses02F_impro05_F011, I didn't sign anything.,4
Ses02F_impro05_F013," [BREATHING] Well, sure, yeah, I guess I'll go buy dinner and then be--have nothing for the rest of my entire vacation.  I'm supposed to be here for three weeks.  What am I gonna do without anything for three weeks?",4
Ses02F_impro05_F014, But fifty dollars isn't going to get me anything.,4
Ses02F_impro05_F015, Isn't there anything else you can do?,4
Ses02F_impro05_F016," I mean, is there somebody you can call?  Or the guy that put the stuff on the--on the plane.  I mean, are they--they must be really irresponsible to have just disappeared my baggage.  I mean, did it get stolen?",4
Ses02F_impro05_F017," Yeah, I'm sure you -- You're like, hmm, do you take baggage?  No.  Oh, okay, thanks.  Great.  I mean how--",4
Ses02F_impro05_F018, There needs to be better security here.,4
Ses02F_impro05_F020," Well, can I at least have my fifty dollars, please?",4
Ses02F_impro05_F022, Thank you very much.,4
Ses02F_impro05_M014," No, um, like I said you can file a claim and, uh, maybe get reimbursed for more-- you",4
Ses02F_impro05_M016," Right, that--that gets taken care of-- That gets taken care of.  We get we do, you know, we investigate those and just make sure that um- they're not doing their own thing with them so--uh",4
Ses02F_impro05_M018," Well, that's--that's what I'm saying--",4
Ses02M_impro02_F011, It doesn't make any sense; I don't know why we have to be at war in the first place.,4
Ses02M_impro02_M003," It's- It's dangerous anywhere, honey. I mean this is -this- I'm just going to go and we'll get it over with,",4
Ses02F_script02_1_F007," It's after eleven, let's just go home.",4
Ses02F_script02_1_F014," What are you so excited about?  I mean, it's not a moon landing we're talking about here.  It's fish.  It's a fish nobody even eats.",4
Ses02F_script02_1_F015," Ah, Augie.",4
Ses02F_script02_1_F020, That's the wind.,4
Ses02F_script02_1_M027, Yeah they do.,4
Ses02M_script01_3_M005," The trouble is, I planned on sort of sneaking up on you on a period of a week or so.  But they take it for granted that we're all set.",4
Ses02F_script01_1_F011, What do you want to do argue with him?,4
Ses02F_script01_1_M019, So it's all right then?,4
Ses02F_script01_1_M022," Ah, sometimes you infuriate me.  You know that?  I mean, isn't it your business too if I tell Dad and flips--freaks out about it?  I mean, you have such a talent for ignoring things.",4
Ses02F_script01_1_M024," I don't know why, but, every time I reach out for something that I want, I have to pull back 'cause someone else will suffer.  My whole bloody life.  Time after time after time.",4
Ses02F_script01_1_M030," I can't help it.  I know her best.  I mean, I grew up next door to her.",4
Ses02F_script01_1_M031," These years when I think of a wife, I think of Annie.  What do you want, a diagram?",4
Ses02F_script01_1_M032," All right.  All right, then, Mom.",4
Ses02F_script01_1_M033, I've given it three years of thought.  I thought that if I waited Dad would forget about Larry and we could have a regular wedding and everything happy.,4
Ses02F_script01_1_M039," I want a family.  I want kids.  I want something that I can give myself to.  Annie's in the middle of that.  Now, where do I find it?",4
Ses02M_script01_2_F010," I want you to act like he's coming back, both of you. Don't you think I haven't noticed since he invited her, I won't stand for any nonsense",4
Ses02M_script01_2_M003," Don't look at me like that, he didn't tell me any more than he told you.",4
Ses02M_script01_2_M008, How do you know why she has waited?,4
Ses02M_script01_2_M010, What do you want me to do about it?,4
Ses02M_script01_2_M011, But Kate,4
Ses02M_script01_2_M014, All right. All right. Calm yourself.,4
Ses02M_script01_2_M018," What have I got to hide? What the hell is the matter with you, Kate?",4
Ses02M_script02_2_F001, It's ridiculous.,4
Ses02M_script02_2_F012, You don't understand anything I'm saying.,4
Ses02M_script02_2_F023, No.,4
Ses02M_script02_2_F025, No.,4
Ses02M_script02_2_F026, No.,4
Ses02M_script02_2_F027, No.,4
Ses02M_script02_2_F029," This? What, what is this? This isn't even anything.",4
Ses02M_script02_2_F030," I'm sure, this is standing on the beach, this is waiting, this is fighting.",4
Ses02M_script02_2_F032, I mean it's -- this is just this. I mean it includes a lot and everything but isn't something else. Do you have any idea what I'm trying to say?,4
Ses02M_script02_2_M005," Carla, can I ask you something? Don't take this wrong but are you having your period?",4
Ses02M_script02_2_M006," Well, what's bugging you?",4
Ses02M_script02_2_M007," There is nothing to it, we come here, the Grunion arrive, then do their little fish business, we go oh ah look, they go home, we go home.",4
Ses02M_script02_2_M008, Why not?,4
Ses02M_script02_2_M009, We've missed them twice; that's not ever.,4
Ses02M_script02_2_M011, I thought you wanted to see them.,4
Ses02M_script02_2_M012, No of course not.,4
Ses02M_script02_2_M014, All right. I've been trying to work this backwards but I cannot seem to pinpoint the moment that we took a turn for the worst.,4
Ses02M_script02_2_M026, What? What? You want a divorce?,4
Ses02M_script02_2_M027, A vacation?,4
Ses02M_script02_2_M028," A new carpet? A poodle, a ice cream, backrub, a suicide pact, what, what Carla, what the hell do you want?",4
Ses02M_script03_2_F008, I'm bored of this conversation.,4
Ses02M_script03_2_F034," Very well, if you insist on being boorish and idiotic.",4
Ses02M_script03_2_M015, Nothing.,4
Ses02M_impro01_F006," Um, that you would need to go home and get another form of ID and come back.",4
Ses02M_impro01_F007," Well, I'm sorry sir but",4
Ses02M_impro01_F008, you need to bring two forms of ID there is nothing we can do about it.,4
Ses02M_impro01_F009," Well, it's actually-",4
Ses02M_impro01_F010," It's standard that you bring a couple of forms of ID, I'm sorry.",4
Ses02M_impro01_F011," Well, I'm sorry, sir, but we're not responsible.",4
Ses02M_impro01_F012," Yes, you did, thank you very much, but we're not responsible if you've forgotten something, and we need to have two forms of ID.",4
Ses02M_impro01_F013," I'm sorry, but there is a lot of people waiting so you're just going to have to get in line again.",4
Ses02M_impro01_F014," It just happens to people all the time, I'm sorry sir, but I can't make an exception for you.",4
Ses02M_impro01_F015," I'm sorry, sir.",4
Ses02M_impro01_F016, there is nothing I can do.,4
Ses02M_impro01_F017," I know sir, but we have to have two forms. There is nothing I can do about it, I'm sorry.",4
Ses02M_impro01_F018," I'm sorry, sir. There is nothing I can do.",4
Ses02M_impro01_F019," Well, if you had checked the web site it would have said.",4
Ses02M_impro01_F020, If you had checked the website it would have said that you needed two forms of identification.,4
Ses02M_impro01_F021," Well, maybe you should",4
Ses02M_impro01_F022, Right. So maybe you should go home now and get your paperwork and come back.,4
Ses02M_impro01_F023," I'm sorry sir but there's a lot of people waiting. So if you won't move out of the way, then I'm going to have to call security.",4
Ses02M_impro01_F024," I'm sorry, sir, it's not my choice.",4
Ses02M_impro01_M000, All right. Finally. Here you go.,4
Ses02M_impro01_M006," Okay, so what are you saying? What-",4
Ses02M_impro01_M012, Okay. What about - no -- how about you hold that and I'll - I'll go and I can come back-,4
Ses02M_impro01_M013, I've been waiting for three hours.,4
Ses02M_impro01_M017, That doesn't make any sense. Why?,4
Ses02M_impro01_M021," God, oh my-",4
Ses02F_impro01_F006," Look, I've been waiting in line for a really long time.  I mean, you've seen how long it is.",4
Ses02F_impro01_F007, It's lunch hour.,4
Ses02F_impro01_F008," Well, no.  I mean, I don't carry my original documents with me because if those things get destroyed, then what do you, you know what I mean, like if I loose my wallet or something, I'll never have them again.",4
Ses02F_impro01_F009, I have my passport and I have my driver's license. And that's all I have.,4
Ses02F_impro01_F010," But, isn't there anything you can do.  Can't you make an exception this one time?  My picture is on both of those identifications.  It's not like you don't know that it's me.",4
Ses02F_impro01_F011, And I can give you my social--,4
Ses02F_impro01_F012," Well, I can give you my Social Security Number.",4
Ses02F_impro01_F014, I can't go--I have to go back to work.  I don't have time to go back to my house and get all of that stuff and then get back in line and wait for another forty five minutes.,4
Ses02F_impro01_F015," Um, I have kids.  I have to take them places on the weekends.  I don't have time to come back here.  Please.  I really need you to help me.",4
Ses02F_impro01_F016, Well.  [BREATHING] I just--I just don't.  I-I'm sorry that I'm standing here-- But I can't leave. I-,4
Ses02F_impro01_F017," I really need this done today.  As you can see, the deadline is almost up and I can't come back.",4
Ses02F_impro01_F023," Well, thank you very much.  You've been very helpful.",4
Ses02F_impro01_M008," Alright, I don't know what to tell you right.",4
Ses02F_impro01_M009," I think you're just gonna--you're gonna have to get 'em and then you can back and then, we'll help you out.  Maybe, we can-",4
Ses02F_impro01_M010, I can't.,4
Ses02F_impro01_M011," I make an exception for you and I have to make an exception for everyone.  I mean, I-I've seen this before and I know it's frustrating, but there's nothing I can do. You just have to-",4
Ses02F_impro01_M012," No, it's--",4
Ses02F_impro01_M014," Well, the weekends are not as busy.  Maybe you can uh, come and try to get here early--",4
Ses02F_impro01_M015, I can't.  There's nothing I can do.  I'm sorry.,4
Ses02F_impro01_M018," I--when you're going to the D.M.V., you usually need pretty professional identification--",4
Ses02F_impro01_M020," No, but you come--you come to the D.M.V., it's something-- You should've- You should've figured--",4
Ses02F_impro01_M022," All right.  Well, um, you know, I'd love to help you, but--nothing I can do.",4
Ses02F_impro01_M023," So, if you wanna go get your birth certificate, um, maybe come back--I don't--maybe you can talk to the person in the--in the front of line maybe.  I don't know.",4
Ses02F_script02_2_F001, It's ridiculous.,4
Ses02F_script02_2_F007," For heaven sake, we're not going to see the grunions.",4
Ses02F_script02_2_F009, Twice is every time we've tried. That's ever.,4
Ses02F_script02_2_F010," No, we won't.  It's pointless.  It's like waiting up to see Santa Claus.",4
Ses02F_script02_2_F012, You don't understand anything I'm saying.,4
Ses02F_script02_2_F026, No.,4
Ses02F_script02_2_F027, No.,4
Ses02F_script02_2_F032," I mean, this is just this.  It includes a lot and everything, but it isn't something else.  Do you have any idea what I'm trying to say?",4
Ses02F_script02_2_M006," Well, what's bugging you?",4
Ses02F_script02_2_M011, I thought you wanted to see it.,4
Ses02F_script02_2_M012," No, of course not.",4
Ses02F_script02_2_M014," All right.  Look, I've been trying to work this backwards, but I cannot seem to figure out the exact moment that we took a turn for the worst.",4
Ses02F_script02_2_M024," Well, what?  You want me to breathe in your ear?",4
Ses02F_script02_2_M025, You wanna get married again?,4
Ses02F_script02_2_M026, What?  What?  You want a divorce?,4
Ses02F_script02_2_M027, A vacation?,4
Ses02F_script02_2_M028," A new carpet?  A poodle?  Ice cream?  Back rub?  A suicide pact?  What?  What?  Carla, what the hell do you want?",4
Ses02F_script03_2_F022," I don't care, do you understand?  I don't care.  I don't care if they bark or roll about like hoops.",4
Ses02F_script03_2_M040," Very amusing, indeed.",4
Ses02M_impro08_F002," it leads you around in circles, you can't, there is no way to like get to a real person if you don't already know how to get to there.",4
Ses02M_impro08_F003," So is there any way to like bypass that because that is so, like I've been going around in circles",4
Ses02M_impro08_F004," like press nine, press zero, press back to the menu, like I can't get through to what I'm supposed to get through to.",4
Ses02M_impro08_F005," Okay. Oh, that would just make it so much better, 'cause I cannot handle it's just like oh, my God I can't sit here any longer and talk to this lady with this pleasant voice.",4
Ses02M_impro08_F011," and it was like something like eight hundred dollars. I don't remember. It was just a lot and I have thing in front of me right now, but-",4
Ses02F_impro04_F000, I'm--every lead that I get ends up just being a dead end.  You know what I mean.  People are sick of me calling--,4
Ses02F_impro04_F001," Yeah, but it--I mean it's the same response you get over and over again.  Like--",4
Ses02F_impro04_F002," Oh, we're not hiring at this time or thank you, we already have your information on file--We'll call you when we're ready.",4
Ses02F_impro04_F003," But, it's been so long, like--I mine as well just take a job at McDonald's.  Like, I don't--",4
Ses02F_impro04_F004," I just--I can't do it anymore.  Like, it just takes it out of you--",4
Ses02F_impro04_F007," I didn't have like one of those starts, you know, like a family member who was already in the business or something you know that could like give me a helping hand.",4
Ses02F_impro04_F008," It's just so frustrating.  Like, I just--I just don't wanna do it anymore.  You know?  I just don't wanna like hit the pavement every single day with my resumes and going out there all the time.  You know, it's just like--",4
Ses02F_impro04_F015," you have to--I mean, if you're hired by somebody, then you're not a professional, you're an amateur and that means that you're not good enough.",4
Ses02F_impro04_F017, I don't know how to get out of it.  I don't know how to dig myself out of it.  It's the same hole that I've been digging and digging and digging.  I can't--,4
Ses02F_impro04_M014," Or, well, no.  Okay. you -[GARBAGE]",4
Ses02M_impro04_M000," Uhm, I don't know",4
Ses02M_impro04_M002," I have got to get a job, you know? Like-",4
Ses02M_impro04_M003," Well, yea you know, I get my resumes and I mean I-",4
Ses02M_impro04_M005," But it's been so long, like what - what am I - what am I waiting -- I should probably just do something else, or",4
Ses02M_impro04_M007," Yea, but it's - it's almost like it's not worth it you know, if I'm going to waste to have my life like trying to get a job, I mean once I actually do get the job it's like oh, retirement or something. I don't know, you know.",4
Ses02M_impro04_M009," I don't even know if it's going to be worth it because I can't break myself in, you know like I can't - can't even get a foot in the door you know.",4
Ses02M_impro04_M011," I mean, I can't- I can't be persistent forever, you know, you can't not have a job forever, you know, I've got- I've got to do something, I've got to make money and get food on the table.",4
Ses02M_impro04_M013, I just got a whole skewed opinion on just how this is supposed to work out and,4
Ses02M_impro04_M016," Do something that I don't have to go out and do something, stay at home, I don't know.",4
Ses02M_impro04_M017, Seems like the only option at this point because obviously the outer world has just rejected me of all possible employment.,4
Ses02M_impro04_M018," I know, but I mean- if that's the - you know, I'm either like the worst at this or just the most unlucky person on the planet I mean this doesn't",4
Ses02F_impro08_M000," Yeah, hello.",4
Ses02F_impro08_M001, Ok.  I've- I've just been talking to this machine for the past half hour and I can't-can't get anything done.  I've been trying to book this vacation this entire time.,4
Ses02F_impro08_M002," I know, I'm sorry.  It's-It's just that it's been a little frustrating because--",4
Ses02F_impro08_M004," Well, yeah, I mean I heard there was like these package deals and that maybe I could get a like a hotel or something like that. and-",4
Ses05F_impro04_F003, How did you get a job?  What am I - What am I supposed to do?,4
Ses05F_impro04_F004," I mean, I just don't--I don't know.  If you don't have a lot of qualification, where do you - where do you find work?  It's like L.A. is so frustrating because if you don't know somebody, you can't -you can't get a job.  It's impossible.  It's totally discriminatory.  You have to know somebody.",4
Ses05F_impro04_F006, That's fine.  I'd be willing to start anywhere.  I can't get a job.,4
Ses05F_impro04_F007," I mean, on six seven and five an hour does not - does not pay the bills I mean.",4
Ses05F_impro04_F009," I mean I can do the McDonald's thing for a while as humiliating as that is, but I mean then what?  I mean You can't exactly move up in that kind of industry.",4
Ses05F_impro04_F010," Oh come on, that's not what I envisioned for myself. Honestly, would you settle for being a manager at McDonalds?",4
Ses05F_impro04_F013, I don't know.  I feel like I've tried everything.,4
Ses05F_impro04_F014, Three years of going out every day--every day--and looking for a job and being constantly denied everywhere I go.,4
Ses05F_impro04_F020, It's three years.,4
Ses05F_impro04_F024," Brian, I don't think you have a concept of what I mean by- by money.  I don't mean money like oh, I can't go get my hair and my nails done today, I mean like I can't eat.",4
Ses05F_impro04_F028," Yeah, I don't intend to stop trying.  I just--I don't when is when enough is enough.",4
Ses05F_impro04_F030," Yeah, and I look nice and I'm you know--",4
Ses05F_impro04_F031, charismatic.,4
Ses05F_impro04_F032," yah, to-totally, and I'm not--",4
Ses05F_impro04_F033," Yeah, I always think so, but I- I just feel like it's a lot of lip service everywhere I go.",4
Ses05F_impro04_F034," Yeah, I follow up.",4
Ses05F_impro04_F035, It's just like- it's a matter of-,4
Ses05F_impro04_F036," not tall enough, not pretty enough, not--you know how this place is.",4
Ses05F_impro04_F037," I mean, anything.",4
Ses05F_impro04_M002," I wish I had some answers for you, babe.  I mean-I don't know what to tell you.",4
Ses05F_impro04_M006, I,4
Ses05F_impro04_M014," I don't know what to tell you, babe. Maybe- Maybe you're right.  Maybe you do have to go someplace else.  I don't know, maybe it's just not meant to be here.  I mean I want you to-I don't want you to give up, but I mean I don't want you to move away, but at the same time, I don't like seeing you like this.",4
Ses05F_impro04_M019," I understand, but you know what, you've been negative for three years.",4
Ses05F_impro04_M021," But it's true, babe.  You've got to be more positive about things.  Like- Have some faith in yourself.",4
Ses05F_impro04_M023, You can.,4
Ses05M_script01_1b_M008, I don't want to argue with him.  But it's time that he knows that nobody else believes that Larry's alive. I mean,4
Ses05M_script01_1b_M009," Why shouldn't he dream about him, walk the nights waiting for him?  Do we contradict him?  Do we say outright that we don't have any hope anymore?  That we haven't had any hope for a long time?",4
Ses05M_script01_1b_M010," For Gods sake, three years!  Nobody comes back after three years.  It's insane!",4
Ses05M_script01_1b_M012," All right.  All right, just listen.",4
Ses05M_script01_1b_M016, You know it's not just my business.,4
Ses05M_script01_1b_M018," So it isn't just my business?  You infuriate me sometime, you know that.",4
Ses05M_script01_1b_M021," I don't know why it is but every time I reach out for something that I want, I have to pull back because it might hurt somebody else, my whole bloody life, time after time, after time.",4
Ses05M_script01_1b_M027, Because it is.,4
Ses05M_script01_1b_M028," [garbage] I don't know.  It's just,",4
Ses05M_script01_1b_M029," she's who I know best. I know her since I- I was a kid I grew up with her.  When I think of somebody for my wife these days, I I think of Annie.  What do you want, a diagram?",4
Ses05M_script01_1b_M039," I know that, mom.  Just you help me stay here.",4
Ses05M_impro08_F000," Hi, I need- I need some help.  I've been transferred to, like, eight different departments and I've told my problem to every single department, and then they just send me to another one and say they are going to send all my information so I won't have to repeat it, and then that person doesn't know what's going on.  And I've restated my story about eight different times and I just want somebody to help me get my connection back, because this happens every two weeks.  And I want to know what to do to stop it from happening again.",4
Ses05M_impro08_F001, Yeah.  That my service just goes out.,4
Ses05M_impro08_F002, yeah.,4
Ses05M_impro08_F003," And I'll reset the IP address.  I will do like, you know, direct connect the modem to my computer, and then reset everything, and then put the router back in. And-",4
Ses05M_impro08_F004," Is not, It it It will work again for like a week and then it goes out again.",4
Ses05M_impro08_F020," what happening - So if we reset this, how will I know it's not going to happen again every other week?",4
Ses05M_impro08_F023, It's so frustrating.,4
